"lat","lon","open","sites","elev"
"44.60900","-121.94500"," ","15","2589"
"42.62300","-120.60400"," ","10","4777"
"44.50900","-123.56000"," ","6","3550"
"45.17100","-121.07100"," "," "," "
"42.86600","-122.16500"," ","200","6050"
"44.93500","-117.22100"," ","10","4774"
"45.11600","-121.48300"," ","5","3091"
"44.76700","-118.24600"," ","7","4669"
"43.71700","-121.37700"," ","10","4777"
"44.17600","-122.17400","early may-late sep","25"," "
"45.38400","-121.86700","mid may-mid sep","34","2073"
"45.69600","-121.33200","all year"," "," "
"45.22900","-122.36400"," ","75"," "
"44.63100","-118.61100"," ","10","3888"
"42.79600","-122.46700"," ","10","2844"
"42.12900","-124.17700"," ","50"," "
"44.67400","-118.06700","mid jun-mid sep","8","4085"
"43.38000","-122.94800"," "," "," "
"43.02400","-123.29300"," "," "," "
"45.29900","-122.37400","all year"," "," "
"43.58300","-122.71200"," ","6","1890"
"44.93500","-118.54700"," ","10","5837"
"44.56700","-120.15200"," ","5"," "
"44.20300","-122.26400"," ","23"," "
"44.62400","-121.47900"," ","33","2028"
"45.27500","-117.67900"," ","11","5843"
"45.86800","-117.96000"," ","6","5184"
"42.07600","-122.71300"," ","9","6739"
"42.28200","-120.20400"," ","15","6473"
"44.96400","-118.23000","mid jul-late aug","7","7156"
"44.30200","-119.64700"," ","4","4924"
"44.80800","-119.96600"," ","10","1712"
"44.21300","-118.63900"," ","5","5220"
"42.78600","-124.02300"," ","5"," "
"42.89400","-122.46500"," ","19","3304"
"45.69800","-123.93600","all year"," "," "
"45.72600","-123.77100"," ","20"," "
"43.44000","-123.99500"," "," "," "
"42.14600","-124.15500"," ","34"," "
"45.14500","-121.76800"," ","12","3356"
"43.67400","-121.82300"," ","14","4370"
"42.37800","-122.35900"," ","13","4688"
"44.91400","-118.40100"," ","25","5210"
"44.20900","-118.38200"," ","5","4852"
"44.10200","-123.93800"," ","8"," "
"43.73100","-121.76400"," ","20","4403"
"43.75800","-122.00300"," ","56","5499"
"45.36700","-121.56800"," ","23","3353"
"42.51800","-124.03900"," ","31"," "
"45.11400","-121.77000"," ","53","3373"
"44.49900","-120.38700","all year","28","4734"
"44.30600","-120.70000"," "," ","3146"
"43.55100","-121.96300"," "," ","4793"
"42.42900","-122.06000"," ","6","4222"
"44.25700","-122.03700"," ","17","2126"
"44.86000","-121.77300"," ","7","4498"
"44.78400","-118.59600"," ","59","6076"
"45.15200","-116.87500"," ","13","4075"
"42.86400","-124.05400"," "," "," "
"44.54700","-118.34000"," ","12","5016"
"44.97400","-118.72700"," ","9","3261"
"45.77000","-123.96000"," "," "," "
"45.49700","-122.29000"," "," "," "
"43.67000","-122.43100"," ","52"," "
"42.80100","-118.86600"," "," ","4295"
"44.18500","-122.09200","mid may-mid oct","64","1627"
"44.17800","-118.76600"," ","21","4934"
"42.60100","-122.32300"," ","10","5066"
"43.72300","-123.21100"," ","30","2733"
"44.81300","-121.79200"," ","17","5003"
"43.71200","-121.27400","mid may-late sep","69","6348"
"44.68500","-121.23600"," "," ","1677"
"43.94000","-119.53300"," ","10","6237"
"44.80000","-121.78500"," ","43","5007"
"45.11600","-119.31700"," ","17","4941"
"44.58400","-121.45100","early jun-mid sep","63","2057"
"44.53600","-123.36800"," "," "," "
"42.69800","-120.93300"," ","6","5663"
"43.70000","-123.05600","mid may-mid sep"," "," "
"43.79100","-120.94300"," ","6","6250"
"45.11300","-121.80100","mid may-late aug","59","3274"
"44.48200","-121.63800"," ","8","2956"
"44.55000","-121.62200"," ","20","2795"
"45.62200","-116.46900"," ","28"," "
"43.96700","-121.80800"," ","9","4928"
"43.31200","-122.19600","early jun-mid oct","80","4193"
"45.66800","-121.89600"," ","15"," "
"45.72300","-120.20500"," ","37"," "
"44.62100","-124.04900"," ","143"," "
"43.96700","-124.10600"," "," "," "
"45.41800","-123.82000"," ","52"," "
"45.21600","-121.52000"," ","4","4600"
"42.89300","-124.07700"," "," "," "
"43.72400","-121.42500"," ","16","4314"
"43.69600","-123.06500"," "," "," "
"43.58600","-122.01000"," ","58","4856"
"43.74700","-121.60600"," ","7","4245"
"45.22100","-122.24300"," "," "," "
"43.97600","-122.51700"," ","11"," "
"45.81200","-119.96800"," "," "," "
"43.78500","-121.83700"," ","40","4475"
"42.49800","-124.23200"," ","43"," "
"45.02500","-122.06700","mid may-late aug","27","1657"
"45.07900","-122.04300","mid may-late aug","17","1503"
"45.62700","-121.75800"," ","5","4019"
"45.32400","-118.25700"," ","10","3087"
"42.15600","-124.14300"," ","54"," "
"43.67100","-121.77100"," ","28","4357"
"44.11600","-123.31300"," ","88"," "
"45.08000","-122.04100","mid may-late aug","13","1509"
"44.40700","-122.56900"," ","45"," "
"42.82200","-122.49300"," ","15","2890"
"45.03300","-122.05700"," ","10","1568"
"44.44300","-121.63400"," ","16","3041"
"44.64200","-121.94400"," ","37","2438"
"45.04300","-122.06100","mid may-late aug","16","1673"
"45.15800","-122.11300","mid may-late aug","19"," "
"42.70800","-124.05900"," ","7"," "
"43.39800","-122.92800"," "," "," "
"43.76700","-121.83200"," ","33","4478"
"44.18600","-124.11000","mid may-mid sep","16"," "
"45.22200","-121.38200","mid may-late sep","33","2238"
"43.99800","-118.84100"," ","14","5308"
"45.24000","-123.60500"," ","6"," "
"42.66300","-122.75300"," ","15"," "
"43.40600","-124.06200"," ","30"," "
"44.87600","-121.96900"," ","6","3714"
"44.44200","-121.78300"," ","6","4337"
"45.45000","-121.58000"," "," ","2500"
"43.70600","-122.74200"," ","20"," "
"43.49600","-122.32800"," ","21","2556"
"45.40000","-116.72300"," ","7","6562"
"45.96200","-123.69200","all year","10","1581"
"43.76300","-122.37300"," ","17","1581"
"44.34300","-123.68700"," ","20"," "
"42.44200","-123.68600"," ","35","2037"
"45.28700","-123.95800"," ","101"," "
"43.60100","-122.45100"," ","33","1611"
"45.92200","-119.12000","all year","20"," "
"42.59500","-120.87900"," ","8","6125"
"44.71200","-122.11500"," ","32","1591"
"45.84700","-123.09700"," ","10"," "
"43.38000","-122.76000"," "," "," "
"42.43500","-123.37500"," ","50"," "
"43.78500","-122.95600","mid apr-mid sep"," "," "
"42.88600","-121.92300"," ","6","4757"
"44.21200","-121.88800"," ","10","4833"
"44.41100","-121.74900","early jun-mid sep","25","3727"
"43.51500","-122.44100"," ","6","1965"
"42.42200","-123.68800"," ","9","2037"
"44.79300","-120.00100"," ","6","1672"
"45.34700","-116.51600"," ","7","7546"
"43.69300","-122.04200","early jul-mid sep","106","5489"
"45.25800","-117.38300"," ","13","5545"
"44.84500","-122.30000"," ","15","1549"
"43.66500","-122.80700"," "," "," "
"43.73000","-121.78400","early may-late sep","23","4367"
"45.08500","-121.92100"," ","8","2385"
"44.89600","-120.09200"," ","40","3428"
"45.47800","-120.71800"," "," ","1929"
"45.39500","-121.56900"," ","26","3199"
"43.00700","-121.13000"," ","24","4797"
"44.86600","-122.65100","all year"," "," "
"44.28800","-121.54100"," ","60","3180"
"42.80500","-124.30800"," "," "," "
"42.29700","-123.73000"," ","10"," "
"43.86100","-122.04500"," ","8","4629"
"44.39700","-121.06500"," ","29","2999"
"44.07700","-122.22400"," ","24","1864"
"44.47400","-121.63700","early may-late sep","47","2972"
"43.78800","-123.81800"," ","8"," "
"44.02500","-121.72800"," ","10","5449"
"43.96000","-121.78800"," ","23","4964"
"44.60400","-124.06400","all year"," "," "
"44.40400","-118.30500"," ","14","4452"
"42.18700","-124.13200"," ","10"," "
"45.20200","-123.72000"," ","9","2379"
"43.61400","-121.82300"," ","16","4495"
"44.41800","-121.74100","early jun-mid sep","38","3510"
"42.63900","-118.76300"," "," ","5240"
"43.71500","-121.77100"," ","21","4360"
"43.05600","-122.68800"," ","20","1709"
"44.70500","-122.17600"," ","66","1703"
"44.67600","-118.08100"," ","16","4098"
"42.34700","-123.70200"," ","8","3373"
"43.57000","-124.20300","all year","50"," "
"45.20300","-118.39400"," ","12","3602"
"44.82300","-119.79200"," ","8","1800"
"43.46100","-122.02000","mid may-late sep","81","4882"
"45.12500","-121.53300"," ","8","3127"
"45.81400","-123.61200"," ","30"," "
"42.03500","-123.02200","early may-mid sep","37","3287"
"42.73100","-124.00500"," ","9","2283"
"44.26200","-119.01800"," ","13","5167"
"43.37300","-122.64100"," ","12"," "
"44.36700","-117.21800"," ","25","2766"
"44.40000","-118.32000"," ","9","4495"
"45.29500","-121.73700","early jun-mid sep","30","3911"
"44.32000","-118.67400"," ","11","5700"
"43.17600","-124.20000"," "," "," "
"43.46700","-117.13300"," ","6","3730"
"44.23200","-119.80600"," ","25","4035"
"42.95200","-120.76200","all year"," ","4160"
"45.03300","-121.79000"," ","8","4219"
"44.06400","-122.22300"," ","13","1850"
"44.42700","-122.60800"," "," "," "
"42.37100","-122.20500","mid may-late aug","97","5049"
"43.33400","-124.37200","all year"," "," "
"43.56200","-121.96300"," ","23","4849"
"42.71300","-124.31000"," ","7"," "
"45.15200","-122.10600","mid may-late aug","9"," "
"43.29600","-122.89300"," "," "," "
"44.05400","-124.10800","all year","111"," "
"43.85300","-121.21800"," ","5","5450"
"43.79600","-124.14900","mid may-late sep","45"," "
"43.80000","-124.14700","mid may-late dec","36"," "
"45.02000","-117.45200"," ","12","4508"
"45.80500","-118.07600"," ","22","4813"
"43.81500","-122.03500"," ","9","5213"
"42.21100","-122.37600","mid apr-mid sep","30","4548"
"42.21100","-122.37600","mid apr-mid oct","300","4548"
"45.02500","-117.78800"," "," ","3145"
"43.16700","-122.16600"," ","74","5187"
"42.95900","-121.09100"," ","21","4951"
"42.96600","-122.88800"," ","5"," "
"44.09500","-121.62400"," ","13","6588"
"44.11200","-121.62400"," ","20","6365"
"42.80400","-122.86600"," ","5","2743"
"45.42100","-123.80300"," ","9"," "
"44.36600","-124.09100","all year","66"," "
"45.39900","-121.64800"," ","28","5719"
"43.41000","-122.11500","early jul-late oct","10","5315"
"42.51100","-123.61800"," ","4"," "
"42.03600","-123.12500"," ","5","2073"
"43.27400","-122.40400"," ","32","2480"
"45.51500","-121.57100"," "," ","1690"
"44.99700","-118.93400"," ","7","2897"
"45.66200","-121.89700"," "," "," "
"45.32300","-121.90500","mid may-late aug","26","1824"
"42.12500","-122.04100"," "," ","3940"
"44.28100","-122.04700"," ","46","2234"
"43.58400","-122.04600","early jun-late sep","37","4846"
"45.44100","-123.61000"," ","63"," "
"45.27100","-121.73300","mid may-late sep","61","3661"
"44.38500","-121.92600"," ","29","5269"
"44.78400","-120.97000"," "," ","1686"
"44.30500","-118.55200"," ","25","4892"
"45.65200","-121.55300"," "," "," "
"42.72100","-123.87800"," "," "," "
"43.60100","-124.17600","all year"," "," "
"44.12700","-121.33200","all year"," ","3232"
"45.27700","-117.39100"," ","4","5377"
"43.23000","-122.58900"," ","13","5131"
"45.07900","-117.05500"," ","8","6483"
"42.15700","-120.21200"," ","5","6486"
"45.03700","-117.44600"," ","13","4760"
"45.25000","-117.37700"," ","12","5600"
"43.88400","-124.12000"," ","14"," "
"43.49600","-123.49200"," "," "," "
"45.12500","-118.97200"," "," ","3301"
"45.11400","-118.56300"," ","5","5079"
"45.72600","-118.18700"," ","19","2365"
"45.92300","-119.33100"," "," "," "
"43.66300","-124.19400","all year"," "," "
"44.68800","-118.02600","early may-late sep","129","4124"
"42.91000","-122.45000"," ","85","3386"
"44.49500","-118.18400","all year"," ","3816"
"43.05400","-121.26600"," ","5","5066"
"44.23800","-123.50000"," "," "," "
"42.41000","-123.13000","all year","168"," "
"45.69400","-121.66800"," "," "," "
"45.74600","-117.02200"," ","7","3793"
"43.79300","-123.77700"," ","5"," "
"45.57800","-121.79200"," ","8","4016"
"45.27400","-117.21400","all year","210","4557"
"44.43300","-120.33600","early jun-late sep","45","5240"
"44.15800","-124.11600","all year","56"," "
"44.49200","-122.81900"," "," "," "
"42.02400","-123.15700"," ","14","2064"
"43.87600","-124.14400","early may-late dec","59"," "
"45.21700","-123.96700"," ","38"," "
"44.87700","-118.77700"," ","8","4488"
"43.84000","-121.89000"," ","13","4734"
"43.59300","-121.85500"," "," ","4416"
"45.07900","-117.47600"," ","18","5486"
"44.52500","-118.30200"," ","14","4380"
"45.27300","-123.94900"," ","34"," "
"42.49700","-122.41500"," ","50","3179"
"44.68800","-122.00800"," ","16","2060"
"43.31100","-123.21700"," ","23"," "
"44.48400","-122.50600"," ","39"," "
"43.22700","-122.86200"," ","4","1600"
"45.19800","-121.60000"," ","5","3077"
"42.43800","-123.45800"," ","42"," "
"43.24700","-122.30300"," ","9","3799"
"43.98700","-123.66000"," "," "," "
"44.21600","-118.85100"," ","5","4321"
"43.67300","-121.68500"," ","12","4367"
"44.44000","-120.57700"," ","27","3802"
"42.18800","-122.43600"," "," ","5135"
"44.48500","-120.33500"," ","5","4957"
"44.04200","-120.29800"," ","5","5328"
"45.34200","-117.41100"," ","12","4921"
"42.65900","-121.85100"," ","20","4222"
"42.09300","-120.20100"," ","19","6142"
"42.27500","-118.26600"," "," ","4534"
"42.20400","-122.39100"," ","9","4600"
"42.20400","-122.39100"," ","65"," "
"42.21600","-122.40200"," ","41","4569"
"43.90100","-122.61400"," ","7"," "
"43.67400","-124.19200","all year","138"," "
"42.01900","-124.10500"," ","25"," "
"43.67500","-124.18400"," ","28"," "
"45.35000","-116.51200"," ","4","7621"
"45.01200","-118.64300"," ","18","4928"
"44.25300","-119.82600"," ","11","4012"
"43.24000","-122.93500"," ","8"," "
"42.69500","-123.40000"," ","32"," "
"45.73400","-118.03000"," ","7","5187"
"45.21100","-123.95400"," ","12"," "
"45.77900","-118.09800"," ","24","4915"
"45.69000","-121.77000"," ","13"," "
"44.53000","-118.31000"," ","21","4469"
"44.59000","-122.37600"," "," ","1524"
"43.87700","-119.27400"," ","30","4856"
"44.40000","-122.33700"," ","25"," "
"46.33900","-121.64500","early jun-late sep","31","2628"
"48.67800","-119.50500","early may-late oct"," "," "
"46.52000","-121.01300","see agency web site for open/closed status","6","3111"
"46.79900","-122.29300","all year","173"," "
"46.25900","-117.56600"," ","10","5157"
"47.52200","-119.49500","all year"," "," "
"48.02900","-119.94200","ealry apr-late oct","123"," "
"48.01200","-123.59400"," ","30"," "
"46.97600","-121.15900"," ","23","2792"
"47.62800","-119.33000","all year"," ","1582"
"47.97500","-120.16400"," ","10","2339"
"48.00000","-120.81800"," ","7","2566"
"48.15100","-120.05700"," "," "," "
"45.66300","-121.03600"," "," "," "
"46.58600","-118.36800"," "," "," "
"48.66000","-120.54300"," ","7","2552"
"47.90300","-119.16900","all year"," ","1593"
"45.80300","-122.48700","all year","46"," "
"48.48800","-122.48000","all year","80"," "
"48.14100","-122.76200","all year"," "," "
"45.62500","-122.02400","mid apr-mid oct"," "," "
"48.06600","-124.24000","all year","16"," "
"48.48900","-120.11600"," "," ","2728"
"45.85400","-121.95500","early jun-mid sep","44"," "
"48.85000","-118.96700"," ","13","2740"
"47.73400","-121.33200","early jun-mid sep","39"," "
"48.09600","-121.38700","early jun-mid sep","22"," "
"47.80900","-119.97100"," ","46"," "
"47.42900","-122.87700","all year","170"," "
"46.16000","-121.40300"," "," ","4974"
"46.16000","-121.40300"," "," ","4969"
"46.03500","-117.27400","ealry jun-late aug"," "," "
"48.85700","-118.98100"," ","19","2831"
"47.37700","-120.88300"," ","10","3140"
"45.80100","-121.64100"," "," "," "
"46.73500","-121.96800","early jun-mid sep","29","1903"
"47.49400","-123.21100"," ","24"," "
"48.72900","-117.56200"," ","28","3425"
"46.79500","-120.45800","mid may-mid sep"," "," "
"46.23000","-117.54300"," ","20","5171"
"48.90400","-122.76500","all year","170"," "
"46.06300","-121.33800","see agency web site for open/closed status","9","2575"
"46.14100","-121.43900"," "," ","5614"
"48.31400","-120.27300"," ","24","4117"
"47.55900","-119.45200","early apr-late sep"," "," "
"46.40400","-121.73500","early jun-late sep","11","1949"
"48.68300","-119.68800","early may-late oct"," ","1693"
"48.67100","-119.68900","early may-late oct"," ","1734"
"46.97000","-119.33600","all year"," "," "
"46.55900","-117.27100"," "," "," "
"48.61100","-120.16600"," "," ","2153"
"47.89700","-124.36000","all year","42"," "
"48.79200","-119.05700"," ","53","3606"
"46.03700","-117.25300","ealry jun-late aug"," "," "
"48.71500","-121.69100","early jun-late sep","10"," "
"48.98500","-117.35300"," ","15","2024"
"46.67900","-117.44600","early jun-mid oct"," "," "
"47.56400","-120.78200"," ","18","2149"
"48.07800","-119.73300","all year"," "," "
"48.01400","-119.60900","early apr-late oct","34"," "
"45.94200","-120.68000","all year"," ","2549"
"47.41200","-123.32200"," ","22"," "
"48.43600","-117.19500"," ","25","3520"
"46.68300","-123.89200"," ","40"," "
"48.26800","-121.33100","early jun-late aug","39"," "
"48.60600","-120.20100"," ","8","3287"
"46.87900","-121.28300"," ","45","3373"
"46.86200","-121.29600","early jun-mid sep"," ","3461"
"47.13400","-119.92600","early apr-late jul"," "," "
"47.13800","-119.93100","early apr-late jul"," "," "
"47.03300","-119.92800","early apr-late jul"," "," "
"48.13300","-122.50400","all year","88"," "
"48.71400","-120.12600"," ","5","2431"
"47.46400","-123.21900"," ","82"," "
"47.11800","-122.57300"," "," "," "
"48.44000","-120.06600","all year"," ","2820"
"47.48100","-123.69000"," ","10"," "
"45.91600","-122.20200"," ","7"," "
"48.57800","-118.24000"," ","19","2260"
"46.28300","-124.05400","all year","200"," "
"48.41200","-119.51600"," ","72"," "
"46.34900","-121.62400"," ","5","2756"
"46.35400","-121.61800"," ","10","2877"
"46.97100","-121.16500","early jun-mid sep","14","2815"
"46.63000","-117.80900"," "," "," "
"46.29300","-121.59500"," ","7","4413"
"46.25900","-118.84500","early may-late sep"," "," "
"47.60800","-120.88600"," ","24","2723"
"47.39800","-123.60100"," ","8"," "
"48.28000","-117.71500"," ","14","1673"
"48.67800","-120.13400"," ","12","2326"
"46.41700","-117.19000","early may-late oct","66"," "
"48.91400","-119.70300","see agency web site for open/closed status","16","2951"
"48.01400","-119.67700"," ","20"," "
"48.01400","-119.67700"," ","20"," "
"47.34900","-121.10500"," ","25","2283"
"48.22000","-121.56900","early jun-late sep","13"," "
"47.51400","-117.69300"," "," ","2369"
"46.63400","-121.26800"," ","40","3048"
"46.62900","-121.26800"," ","28","3018"
"45.71200","-120.71800"," ","20"," "
"48.33700","-122.68800"," "," "," "
"46.50700","-121.17700","see agency web site for open/closed status","9","6305"
"47.50000","-118.55600"," "," ","1837"
