"rank_top500","rank_top1000","place_id","name","owner","owner_name","designation","acres","eco_id","eco_name","states","facets","veg","footprint","landscape_score","national_rank","ecoregion_rank"
NULL,"642","6946","Camp Blanding - Dallas Pension - Belmore State Forest","STL","Trustees of the Internal Improvement Trust Fund","State Resource Management Area","8734","17033","Florida Peninsula","FL","13","16","0.176","41.26",5158,16
NULL,"643","5732","Dagmar","SFW","State Fish and Wildlife","State Conservation Area","9579","17013","Mississippi River Alluvial Plain","AR","7","9","0.060","40.99",5211,15
NULL,"644","1984","Lacassine National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","33203","17063","Gulf Coast Prairies And Marshes","LA","10","8","0.069","40.94",5223,6
NULL,"645","2691","Neches River National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","4368","17046","Upper West Gulf Coastal Plain","TX","11","13","0.149","39.99",5406,16
NULL,"646","4088","Tewaukon National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","4728","17069","Dakota Mixed-Grass Prairie","ND","7","11","0.192","39.52",5482,12
NULL,"647","5558","Lauderdale Wildlife Management Area","STA","ADCNR, Division of Wildlife and Freshwater Fisheries","State Conservation Area","4802","17024","Upper East Gulf Coastal Plain","AL, TN","14","7","0.115","38.73",5601,14
NULL,"648","2240","Loess Bluffs National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","7442","17067","Central Tallgrass Prairie","MO","13","9","0.202","37.94",5741,13
NULL,"649","7540","Keystone Wildlife Management Area","SDC","Department of Wildlife Conservation","State Conservation Area","9687","17074","Osage Plains/Flint Hills Prairie","OK","19","11","0.317","37.16",5848,15
NULL,"650","5322","Gus Engeling Wildlife Management Area","SPR","Texas Parks and Wildlife Department","State Conservation Area","9994","17068","Crosstimbers And Southern Tallgrass Prairie","TX","9","10","0.170","35.29",6082,7
NULL,"651","3076","Potato Creek State Park","SPR","Indiana DNR, State Parks and Reservoirs Division","State Park","3586","17015","North Central Tillplain","IN","16","14","0.314","34.22",6218,10
NULL,"652","803","LAKE RUSSELL WMA - Chattahoochee National Forest","UFS","US Forest Service","National Forest","17025","17019","Piedmont","GA","16","9","0.245","34.09",6238,30
NULL,"653","7382","Stillhouse Recreation Area","UNK","Unknown","Recreation Management Area","15116","17070","Edwards Plateau","TX","22","14","0.357","32.33",6432,13
NULL,"654","2629","Mt. Baker Ma - Mt. Baker National Forest","UFS","US Forest Service","Inventoried Roadless Area","24835","17039","North Cascades","WA","48","22","0.103","64.69",60,12
"430","655","2541","Flume Canyon - Moab Field Office","BLM","Bureau of Land Management","Wilderness Study Area","42304","17047","Utah High Plateaus","UT","57","29","0.001","62.76",83,12
"431","656","1017","Rincon Mountain Wilderness - Coronado National Forest","UFS","US Forest Service","National Forest","36907","17088","Apache Highlands","AZ","33","27","0.013","61.85",101,9
"432","657","1797","South Sierra Wilderness - Inyo National Forest","UFS","US Forest Service","National Forest","29424","17043","Sierra Nevada","CA","77","23","0.009","61.75",102,13
"433","658","5030","West Grand Lake Fee","NGO","Downeast Lakes Land Trust","Private Conservaed Land","14518","17016","Northern Appalachian / Acadian","ME","28","23","0.008","60.52",149,12
"434","659","3456","West Big Hole - Salmon National Forest","UFS","US Forest Service","Inventoried Roadless Area","81466","17037","Middle Rockies - Blue Mountains","ID, MT","83","35","0.054","58.03",283,8
NULL,"660","1482","Kannah Creek - Grand Mesa National Forest","UFS","US Forest Service","Inventoried Roadless Area","34485","17045","Southern Rocky Mountains","CO","48","30","0.056","56.39",416,29
"435","661","7573","Turtle Flambeau Scenic Waters Area","SNR","Wisconsin Department of Natural Resources","State Conservation Area","32445","17023","Superior Mixed Forest","WI","18","23","0.040","55.69",516,17
"436","662","3206","Piper Mountain Wilderness - Ridgecrest Field Office","BLM","Bureau of Land Management","National Public Lands
","72834","17094","Mojave Desert","CA","38","23","0.004","55.25",580,6
"437","663","4776","Waldo Lake Wilderness - Willamette National Forest","UFS","US Forest Service","National Forest","32920","17049","West Cascades","OR","40","27","0.005","55.17",596,11
NULL,"664","3111","Mexican Mountain - Price Field Office","BLM","Bureau of Land Management","National Public Lands
","75881","17091","Colorado Plateau","UT","55","25","0.020","55.16",598,28
"438","665","2830","Jefferson Ridge - Olympic National Forest","UFS","US Forest Service","Inventoried Roadless Area","6428","17041","Pacific Northwest Coast","WA","25","22","0.035","54.82",644,8
NULL,"666","894","Pot Mountain - Clearwater National Forest","UFS","US Forest Service","Inventoried Roadless Area","50871","17030","Canadian Rocky Mountains","ID","40","22","0.013","54.50",706,17
NULL,"667","869","Ryan Hill - Cibola National Forest","UFS","US Forest Service","Inventoried Roadless Area","34182","17027","Arizona-New Mexico Mountains","NM","29","36","0.044","54.41",723,19
NULL,"668","4586","Lakes - Wasatch National Forest","UFS","US Forest Service","Inventoried Roadless Area","121882","17048","Utah-Wyoming Rocky Mountains","UT","69","33","0.074","54.13",779,28
NULL,"669","1784","Inyo Mountains Wilderness - Inyo National Forest","UFS","US Forest Service","National Forest","69084","17093","Great Basin","CA","56","27","0.000","53.67",882,17
"439","670","3905","William O. Douglas Wilderness - Snoqualmie National Forest","UFS","US Forest Service","National Forest","148011","17031","East Cascades - Modoc Plateau","WA","44","32","0.011","53.52",910,10
NULL,"671","3930","Chopaka Mountain WSA - Spokane Wenatchee Field Office","BLM","Bureau of Land Management","Wilderness Study Area","5476","17040","Okanagan","WA","26","23","0.042","53.50",914,14
NULL,"672","2315","Santa Lucia Wilderness - Los Padres National Forest","UFS","US Forest Service","National Forest","16741","17085","California Central Coast","CA","14","21","0.043","53.30",968,24
NULL,"673","3052","Woods Mountain - Pisgah National Forest","UFS","US Forest Service","Inventoried Roadless Area","9578","17021","Southern Blue Ridge","NC","19","9","0.099","52.98",1048,33
"440","674","4497","Fifteenmile Creek WSA - Vale Malheur Field Office","BLM","Bureau of Land Management","Wilderness Study Area","50383","17092","Columbia Plateau","OR","34","33","0.003","52.96",1053,12
NULL,"675","1111","Del Norte Coast Redwoods State Park","SPR","California Department of Parks and Recreation","State Park","30709","17029","California North Coast","CA","21","23","0.068","52.21",1270,23
"441","676","1209","Carrizo Gorge Wilderness - El Centro Field Office","BLM","Bureau of Land Management","National Public Lands
","14675","17086","California South Coast","CA","34","16","0.019","52.17",1276,13
NULL,"677","3305","South Pass Historic Landscape ACEC - Rock Springs Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","53853","17097","Wyoming Basins","WY","15","28","0.055","50.71",1797,31
NULL,"678","1218","Indian Pass Wilderness - El Centro Field Office","BLM","Bureau of Land Management","National Public Lands
","31195","17095","Sonoran Desert","CA","28","9","0.003","50.49",1879,20
NULL,"679","5240","Tioga State Forest","SNR","PA Bureau of Forestry","State Forest","144660","17010","High Allegheny Plateau","PA","17","20","0.116","49.87",2151,31
"442","680","5304","Sandhill Wildlife Area","SNR","Wisconsin Department of Natural Resources","State Conservation Area","9483","17020","Prairie-Forest Border","WI","11","27","0.119","49.79",2188,4
NULL,"681","7501","Audubon of Kansas Unknown","NGO","Audubon of Kansas","Unknown","4377","17069","Dakota Mixed-Grass Prairie","NE","14","15","0.127","49.20",2468,6
NULL,"682","4854","Michaux State Forest","SNR","PA Bureau of Forestry","State Forest","85527","17006","Central Appalachian Forest","PA","68","15","0.339","49.01",2556,55
NULL,"683","1940","Siskiyou - Klamath National Forest","UFS","US Forest Service","Inventoried Roadless Area","47931","17035","Klamath Mountains","CA","23","21","0.042","48.82",2642,30
NULL,"684","5855","Rotenberger Wildlife Management Area","STL","Trustees of the Internal Improvement Trust Fund","State Conservation Area","29787","17101","Tropical Florida","FL","1","13","0.022","48.59",2741,10
NULL,"685","2870","Upper Kiamichi River Wilderness - Ouachita National Forest","UFS","US Forest Service","National Forest","10372","17017","Ouachita Mountains","AR, OK","17","10","0.031","48.25",2916,3
NULL,"686","1623","Grand Island - Hiawatha National Forest","UFS","US Forest Service","National Recreation Area","12995","17009","Great Lakes","MI","15","24","0.044","48.07",2993,21
NULL,"687","2895","Ozark National Scenic Riverway","NPS","National Park Service",NULL,"15479","17018","Ozarks","MO","17","14","0.101","47.78",3131,9
NULL,"688","1251","Elephant Butte Lake State Park","SPR","State Park & Recreation","State Park","20396","17090","Chihuahuan Desert","NM","33","23","0.102","47.75",3141,17
NULL,"689","5576","Bridgestone/Firestone Wildlife Management Area","SFW","Tennessee Wildlife Resources Agency","State Conservation Area","7731","17011","Interior Low Plateau","TN","32","7","0.149","47.48",3262,5
NULL,"690","6678","Little River Wildlife Management Area","SFW","State Fish and Wildlife","State Conservation Area","4171","17050","West Gulf Coastal Plain","LA","8","13","0.084","47.17",3414,7
"443","691","4154","Iceberg - Mill Creek - Toiyabe National Forest","UFS","US Forest Service","Inventoried Roadless Area","26766","17043","Sierra Nevada","CA","71","37","0.019","65.60",51,7
NULL,"692","2617","Glacier Peak H - Mt. Baker National Forest","UFS","US Forest Service","Inventoried Roadless Area","6366","17039","North Cascades","WA","30","24","0.065","62.57",85,18
"444","693","56","Mitchell Peak - Apache National Forest","UFS","US Forest Service","Inventoried Roadless Area","35381","17088","Apache Highlands","AZ","35","28","0.039","61.55",113,11
NULL,"694","1323","Tushar Mountain - Fishlake National Forest","UFS","US Forest Service","Inventoried Roadless Area","38250","17047","Utah High Plateaus","UT","59","33","0.067","61.47",115,15
NULL,"695","7094","Nahmakanta Unit","SPR","Maine Bureau of Parks and Lands","State Land","32500","17016","Northern Appalachian / Acadian","ME","21","26","0.004","59.31",202,24
"445","696","377","Bitter Creek National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","14774","17085","California Central Coast","CA","53","20","0.093","58.71",244,9
NULL,"697","3221","Bennet Mountain / Blowout / Willow Creek / Lion Point / Greenie Mountain - Rio Grande National Forest","UFS","US Forest Service","Inventoried Roadless Area","52011","17045","Southern Rocky Mountains","CO","60","30","0.063","57.98",285,12
"446","698","2807","Granite Mountain - Okanogan National Forest","UFS","US Forest Service","Inventoried Roadless Area","27425","17040","Okanagan","WA","31","27","0.043","56.40",415,8
NULL,"699","1438","Sawyers Peak - Gila National Forest","UFS","US Forest Service","Inventoried Roadless Area","59641","17027","Arizona-New Mexico Mountains","NM","41","32","0.049","54.61",688,16
NULL,"700","670","Elkhorn Mountain - Caribou National Forest","UFS","US Forest Service","Inventoried Roadless Area","41715","17048","Utah-Wyoming Rocky Mountains","ID","62","33","0.053","54.59",693,25
NULL,"701","831","Big Frog Wilderness - Cherokee National Forest","UFS","US Forest Service","National Forest","8012","17021","Southern Blue Ridge","TN","16","7","0.017","54.16",771,24
"447","702","411","Pahute Peak - Black Rock Field Office","BLM","Bureau of Land Management","National Public Lands
","56896","17093","Great Basin","NV","69","25","0.004","54.00",807,14
NULL,"703","448","Peace Rock - Boise National Forest","UFS","US Forest Service","Inventoried Roadless Area","190517","17037","Middle Rockies - Blue Mountains","ID","69","23","0.020","53.97",814,50
NULL,"704","2582","Grand Gulch ISA Complex - Monticello Field Office","BLM","Bureau of Land Management","Wilderness Study Area","105219","17091","Colorado Plateau","UT","34","25","0.002","53.31",961,42
NULL,"705","976","Abercrombie - Hooknose - Colville National Forest","UFS","US Forest Service","Inventoried Roadless Area","33523","17030","Canadian Rocky Mountains","WA","54","20","0.046","53.21",990,30
NULL,"706","2065","Green Mountain ACEC - Lander Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","19185","17097","Wyoming Basins","WY","32","29","0.062","53.04",1034,15
NULL,"707","2655","Mount Hood Wilderness - Mt. Hood National Forest","UFS","US Forest Service","National Forest","41897","17049","West Cascades","OR","56","29","0.097","52.75",1126,23
NULL,"708","251","Resting Spring Range Wilderness - Barstow Field Office","BLM","Bureau of Land Management","National Public Lands
","76181","17094","Mojave Desert","CA, NV","34","17","0.003","52.36",1229,24
NULL,"709","406","High Rock Lake - Black Rock Field Office","BLM","Bureau of Land Management","National Public Lands
","58398","17092","Columbia Plateau","NV","46","26","0.004","51.82",1363,24
NULL,"710","2833","Moonlight Dome - Olympic National Forest","UFS","US Forest Service","Inventoried Roadless Area","4919","17041","Pacific Northwest Coast","WA","21","17","0.026","51.67",1428,13
NULL,"711","2498","Grindstone - Mendocino National Forest","UFS","US Forest Service","Inventoried Roadless Area","26027","17029","California North Coast","CA","22","21","0.064","51.62",1444,27
NULL,"712","7502","Savanna State Forest","SNR","Minnesota Department of Natural Resources","State Resource Management Area","36751","17023","Superior Mixed Forest","MN","8","21","0.035","51.59",1463,67
"448","713","1077","Cuyamaca Rancho State Park","SPR","California Department of Parks and Recreation","State Park","23871","17086","California South Coast","CA","34","20","0.071","51.52",1483,15
